"ITTER107","Territorio","SEXISTAT1","Sesso","ETA1","Classe di età","TITOLO_STUDIO","Titolo di studio","CITTADINANZA","Cittadinanza","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q2","T2-2020",255.306,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q1","T1-2020",264.79,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q3","T3-2020",271.089,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q4","T4-2020",236.833,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021","2021",252.227,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022","2022",287.916,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q1","T1-2021",226.793,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q2","T2-2021",247.438,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q3","T3-2021",266.674,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q4","T4-2021",268.002,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q1","T1-2022",299.256,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q2","T2-2022",292.402,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q3","T3-2022",285.319,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q4","T4-2022",274.687,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018","2018",1296.559,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q2","T2-2018",1315.129,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q1","T1-2018",1239.597,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q4","T4-2018",1296.073,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q3","T3-2018",1335.436,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019","2019",1338.588,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q1","T1-2019",1295.912,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q2","T2-2019",1361.194,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q4","T4-2019",1337.494,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q3","T3-2019",1359.752,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020","2020",1280.856,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q2","T2-2020",1233.99,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q1","T1-2020",1305.754,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q3","T3-2020",1300.027,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q4","T4-2020",1283.655,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021","2021",1307.906,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022","2022",1384.571,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q1","T1-2021",1214.951,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q2","T2-2021",1270.654,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q3","T3-2021",1347.772,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q4","T4-2021",1398.25,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q1","T1-2022",1366.794,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q2","T2-2022",1391.485,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q3","T3-2022",1404.161,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q4","T4-2022",1375.845,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2018","2018",181.224,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2018-Q2","T2-2018",195.066,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2018-Q1","T1-2018",184.114,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2018-Q4","T4-2018",167.73,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2018-Q3","T3-2018",177.986,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2019","2019",173.769,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2019-Q1","T1-2019",179.772,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2019-Q2","T2-2019",175.966,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2019-Q4","T4-2019",163.143,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2019-Q3","T3-2019",176.194,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2020","2020",147.015,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2020-Q2","T2-2020",137.537,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2020-Q1","T1-2020",149.264,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2020-Q3","T3-2020",157.633,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2020-Q4","T4-2020",143.626,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2021","2021",146.204,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2022","2022",157.705,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2021-Q1","T1-2021",145.543,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2021-Q2","T2-2021",147.358,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2021-Q3","T3-2021",150.365,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2021-Q4","T4-2021",141.549,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2022-Q1","T1-2022",151.702,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2022-Q2","T2-2022",158.75,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2022-Q3","T3-2022",173.397,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2022-Q4","T4-2022",146.97,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2018","2018",430.605,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2018-Q2","T2-2018",432.261,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2018-Q1","T1-2018",411.445,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2018-Q4","T4-2018",435.477,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2018-Q3","T3-2018",443.238,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2019","2019",444.098,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2019-Q1","T1-2019",430.635,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2019-Q2","T2-2019",446.02,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2019-Q4","T4-2019",448.464,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2019-Q3","T3-2019",451.273,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2020","2020",407.161,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2020-Q2","T2-2020",388.531,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2020-Q1","T1-2020",413.28,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2020-Q3","T3-2020",418.228,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2020-Q4","T4-2020",408.605,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2021","2021",381.984,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2022","2022",381.973,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2021-Q1","T1-2021",347.357,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2021-Q2","T2-2021",359.296,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2021-Q3","T3-2021",413.329,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2021-Q4","T4-2021",407.955,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2022-Q1","T1-2022",387.5,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2022-Q2","T2-2022",382.65,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2022-Q3","T3-2022",381.602,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2022-Q4","T4-2022",376.14,,
"IT","Italia","9","totale","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2018","2018",865.364,,
"IT","Italia","9","totale","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2018-Q2","T2-2018",864.747,,
"IT","Italia","9","totale","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2018-Q1","T1-2018",822.54,,
"IT","Italia","9","totale","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2018-Q4","T4-2018",868.509,,
"IT","Italia","9","totale","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2018-Q3","T3-2018",905.659,,
"IT","Italia","9","totale","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2019","2019",874.492,,
"IT","Italia","9","totale","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2019-Q1","T1-2019",847.124,,
"IT","Italia","9","totale","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2019-Q2","T2-2019",856.969,,
"IT","Italia","9","totale","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2019-Q4","T4-2019",884.509,,
"IT","Italia","9","totale","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2019-Q3","T3-2019",909.364,,
"IT","Italia","9","totale","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2020","2020",807.353,,
"IT","Italia","9","totale","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2020-Q2","T2-2020",765.632,,
"IT","Italia","9","totale","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2020-Q1","T1-2020",836.014,,
"IT","Italia","9","totale","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2020-Q3","T3-2020",820.111,,
"IT","Italia","9","totale","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2020-Q4","T4-2020",807.655,,
"IT","Italia","9","totale","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2021","2021",879.684,,
"IT","Italia","9","totale","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2022","2022",957.069,,
"IT","Italia","9","totale","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2021-Q1","T1-2021",848.068,,
"IT","Italia","9","totale","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2021-Q2","T2-2021",878.161,,
"IT","Italia","9","totale","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2021-Q3","T3-2021",867.966,,
"IT","Italia","9","totale","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2021-Q4","T4-2021",924.541,,
"IT","Italia","9","totale","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2022-Q1","T1-2022",935.063,,
"IT","Italia","9","totale","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2022-Q2","T2-2022",939.098,,
"IT","Italia","9","totale","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2022-Q3","T3-2022",1003.006,,
"IT","Italia","9","totale","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2022-Q4","T4-2022",951.109,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018","2018",644.878,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q2","T2-2018",653.858,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q1","T1-2018",628.382,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q4","T4-2018",638.676,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q3","T3-2018",658.597,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019","2019",667.577,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q1","T1-2019",648.872,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q2","T2-2019",679.69,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q4","T4-2019",668.018,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q3","T3-2019",673.73,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020","2020",639.707,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q2","T2-2020",622.842,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q1","T1-2020",644.035,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q3","T3-2020",649.249,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q4","T4-2020",642.701,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021","2021",646.459,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022","2022",696.225,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q1","T1-2021",609.336,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q2","T2-2021",620.347,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q3","T3-2021",648.922,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q4","T4-2021",707.231,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q1","T1-2022",675.742,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q2","T2-2022",695.288,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q3","T3-2022",708.057,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q4","T4-2022",705.813,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018","2018",552.367,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q2","T2-2018",556.173,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q1","T1-2018",535.769,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q4","T4-2018",552.796,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q3","T3-2018",564.732,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019","2019",568.724,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q1","T1-2019",546.035,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q2","T2-2019",571.85,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q4","T4-2019",577.896,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q3","T3-2019",579.117,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020","2020",551.265,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q2","T2-2020",534.395,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q1","T1-2020",558.979,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q3","T3-2020",558.011,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q4","T4-2020",553.675,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021","2021",554.074,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022","2022",583.671,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q1","T1-2021",533.885,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q2","T2-2021",530.167,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q3","T3-2021",551.4,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q4","T4-2021",600.843,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q1","T1-2022",563.18,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q2","T2-2022",585.632,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q3","T3-2022",595.132,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q4","T4-2022",590.741,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018","2018",92.511,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q2","T2-2018",97.686,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q1","T1-2018",92.613,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q4","T4-2018",85.88,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q3","T3-2018",93.864,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019","2019",98.853,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q1","T1-2019",102.837,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q2","T2-2019",107.84,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q4","T4-2019",90.122,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q3","T3-2019",94.614,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020","2020",88.442,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q2","T2-2020",88.447,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q1","T1-2020",85.056,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q3","T3-2020",91.239,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q4","T4-2020",89.025,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021","2021",92.385,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022","2022",112.554,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q1","T1-2021",75.451,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q2","T2-2021",90.18,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q3","T3-2021",97.522,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q4","T4-2021",106.388,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q1","T1-2022",112.562,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q2","T2-2022",109.656,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q3","T3-2022",112.925,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q4","T4-2022",115.072,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018","2018",623.537,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q2","T2-2018",637.837,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q1","T1-2018",592.14,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q4","T4-2018",612.608,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q3","T3-2018",651.563,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019","2019",643.278,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q1","T1-2019",628.596,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q2","T2-2019",668.177,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q4","T4-2019",630.118,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q3","T3-2019",646.222,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020","2020",598.188,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q2","T2-2020",577.98,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q1","T1-2020",616.916,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q3","T3-2020",603.525,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q4","T4-2020",594.332,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021","2021",619.207,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022","2022",673.572,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q1","T1-2021",562.434,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q2","T2-2021",610.304,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q3","T3-2021",649.312,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q4","T4-2021",654.777,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q1","T1-2022",688.011,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q2","T2-2022",679.545,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q3","T3-2022",677.97,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q4","T4-2022",648.761,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018","2018",195.352,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q2","T2-2018",200.444,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q1","T1-2018",185.846,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q4","T4-2018",191.14,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q3","T3-2018",203.98,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019","2019",199.538,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q1","T1-2019",191.712,,
