DATAFLOW,LAST UPDATE,freq,unit,sex,isced11,c_birth,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DED2,2020,36.1,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DED2,2021,38.3,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DED2,2022,37.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DED4,2013,51.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DED4,2014,49.8,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DED4,2015,45.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DED4,2016,42.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DED4,2017,44.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DED4,2018,47.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DED4,2019,37.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DED4,2020,,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DED4,2021,40.9,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DED4,2022,43.9,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DED5,2013,39.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DED5,2014,45.7,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DED5,2015,42.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DED5,2016,41.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DED5,2017,34.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DED5,2018,36.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DED5,2019,34.6,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DED5,2020,,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DED5,2021,32.4,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DED5,2022,33.8,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEE,2013,51.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEE,2014,49.8,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEE,2015,45.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEE,2016,42.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEE,2017,40.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEE,2018,44.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEE,2019,41.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEE,2020,41.4,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEE,2021,41.8,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEE,2022,37.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEE0,2013,51.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEE0,2014,49.8,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEE0,2015,45.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEE0,2016,42.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEE0,2017,40.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEE0,2018,44.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEE0,2019,41.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEE0,2020,41.4,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEE0,2021,41.8,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEE0,2022,37.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEF,2013,44.5,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEF,2014,48.2,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEF,2015,49.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEF,2016,45.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEF,2017,44.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEF,2018,44.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEF,2019,46.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEF,2020,45.5,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEF,2021,40.7,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEF,2022,40.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEF0,2013,44.5,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEF0,2014,48.2,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEF0,2015,49.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEF0,2016,45.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEF0,2017,44.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEF0,2018,44.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEF0,2019,46.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEF0,2020,45.5,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEF0,2021,40.7,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEF0,2022,40.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEG,2013,45.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEG,2014,50.3,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEG,2015,47.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEG,2016,41.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEG,2017,38.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEG,2018,39.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEG,2019,36.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEG,2020,39.3,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEG,2021,35.7,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEG,2022,34.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEG0,2013,45.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEG0,2014,50.3,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEG0,2015,47.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEG0,2016,41.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEG0,2017,38.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEG0,2018,39.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEG0,2019,36.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEG0,2020,39.3,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEG0,2021,35.7,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DEG0,2022,34.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK,2013,37.4,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK,2014,36.0,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK,2015,35.8,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK,2016,34.9,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK,2017,34.6,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK,2018,32.9,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK,2019,32.6,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK,2020,31.5,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK,2021,32.7,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK,2022,31.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK0,2013,37.4,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK0,2014,36.0,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK0,2015,35.8,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK0,2016,34.9,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK0,2017,34.6,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK0,2018,32.9,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK0,2019,32.6,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK0,2020,31.5,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK0,2021,32.7,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK0,2022,31.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK01,2013,35.4,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK01,2014,32.7,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK01,2015,32.5,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK01,2016,32.0,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK01,2017,30.7,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK01,2018,30.1,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK01,2019,30.6,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK01,2020,27.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK01,2021,29.1,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK01,2022,29.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK02,2013,38.0,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK02,2014,40.6,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK02,2015,39.5,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK02,2016,38.6,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK02,2017,35.0,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK02,2018,32.0,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK02,2019,32.6,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK02,2020,34.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK02,2021,35.8,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK02,2022,30.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK03,2013,40.8,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK03,2014,41.2,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK03,2015,38.1,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK03,2016,37.6,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK03,2017,40.1,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK03,2018,36.3,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK03,2019,35.4,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK03,2020,35.6,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK03,2021,38.2,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK03,2022,33.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK04,2013,36.7,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK04,2014,34.1,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK04,2015,36.9,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK04,2016,33.7,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK04,2017,37.2,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK04,2018,36.1,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK04,2019,33.7,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK04,2020,34.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK04,2021,33.6,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK04,2022,36.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK05,2013,41.3,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK05,2014,44.0,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK05,2015,43.2,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK05,2016,46.0,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK05,2017,40.1,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK05,2018,35.6,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK05,2019,35.2,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK05,2020,34.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK05,2021,37.5,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,DK05,2022,36.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EA20,2013,38.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EA20,2014,39.2,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EA20,2015,38.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EA20,2016,38.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EA20,2017,38.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EA20,2018,37.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EA20,2019,37.5,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EA20,2020,36.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EA20,2021,35.0,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EA20,2022,35.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE,2013,52.6,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE,2014,50.7,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE,2015,52.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE,2016,50.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE,2017,50.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE,2018,48.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE,2019,48.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE,2020,46.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE,2021,45.9,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE,2022,42.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE0,2013,52.6,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE0,2014,50.7,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE0,2015,52.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE0,2016,50.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE0,2017,50.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE0,2018,48.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE0,2019,48.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE0,2020,46.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE0,2021,45.9,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE0,2022,42.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE00,2013,52.6,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE00,2014,50.7,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE00,2015,52.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE00,2016,50.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE00,2017,50.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE00,2018,48.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE00,2019,48.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE00,2020,46.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE00,2021,45.9,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EE00,2022,42.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EL,2013,40.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EL,2014,40.0,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EL,2015,40.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EL,2016,41.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EL,2017,43.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EL,2018,45.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3_4,FOR,Y25-64,EL,2019,45.2,
